Haptic Middle ,,,Haptic Thumb,,,Haptic Pointer,,,Object Placed,
rosbagTimestamp,data,,rosbagTimestamp,data,,rosbagTimestamp,data,,rosbagTimestamp,data
1.58250323392045E+018,1028,,1.58250323391679E+018,-45,,1.58250323391861E+018,781,,,
1.58250323394111E+018,1061,,1.58250323393809E+018,-43,,1.58250323393953E+018,788,,,
1.58250323396502E+018,1054,,1.58250323396148E+018,-47,,1.5825032339633E+018,784,,,
1.58250323398754E+018,1046,,1.58250323398423E+018,-43,,1.58250323398593E+018,784,,,
1.58250323401145E+018,1061,,1.58250323400824E+018,-40,,1.58250323400989E+018,788,,,
1.58250323403285E+018,1041,,1.58250323402976E+018,-45,,1.58250323403142E+018,789,,,
1.58250323405531E+018,1045,,1.58250323405208E+018,-40,,1.5825032340537E+018,792,,,
1.58250323407823E+018,1064,,1.58250323407528E+018,-52,,1.58250323407676E+018,784,,,
1.58250323410182E+018,1046,,1.58250323409853E+018,-44,,1.5825032341003E+018,779,,,
1.5825032341247E+018,1045,,1.5825032341211E+018,-38,,1.58250323412292E+018,785,,,
1.58250323414776E+018,1045,,1.5825032341442E+018,-39,,1.58250323414593E+018,785,,,
1.58250323416866E+018,1048,,1.58250323416583E+018,-40,,1.5825032341673E+018,780,,,
1.58250323419191E+018,1057,,1.58250323418914E+018,-45,,1.58250323419054E+018,780,,,
1.58250323421572E+018,1049,,1.58250323421219E+018,-48,,1.58250323421386E+018,781,,,
1.58250323423813E+018,1036,,1.58250323423484E+018,-44,,1.58250323423651E+018,785,,,
1.58250323426011E+018,1044,,1.58250323425691E+018,-45,,1.58250323425852E+018,785,,,
1.58250323428311E+018,1055,,1.58250323428036E+018,-46,,1.58250323428162E+018,791,,,
1.58250323430614E+018,1047,,1.5825032343034E+018,-47,,1.58250323430485E+018,790,,,
1.58250323432886E+018,1055,,1.58250323432571E+018,-42,,1.58250323432731E+018,776,,,
1.58250323435133E+018,1036,,1.58250323434833E+018,-42,,1.58250323434984E+018,780,,,
1.58250323437472E+018,1053,,1.5825032343712E+018,-49,,1.58250323437313E+018,780,,,
1.5825032343965E+018,1041,,1.58250323439362E+018,-42,,1.58250323439503E+018,780,,,
1.58250323442126E+018,1033,,1.58250323441718E+018,-34,,1.58250323441902E+018,776,,,
1.58250323444407E+018,1030,,1.58250323444003E+018,-46,,1.58250323444238E+018,786,,,
1.58250323446561E+018,1050,,1.58250323446218E+018,-50,,1.58250323446397E+018,787,,,
1.58250323448796E+018,1048,,1.5825032344851E+018,-51,,1.58250323448646E+018,783,,,
1.58250323451104E+018,1042,,1.582503234508E+018,-45,,1.58250323450954E+018,789,,,
1.58250323453306E+018,1046,,1.58250323453022E+018,-44,,1.5825032345317E+018,794,,,
1.58250323455626E+018,1036,,1.58250323455332E+018,-46,,1.58250323455477E+018,794,,,
1.58250323457874E+018,1052,,1.58250323457573E+018,-47,,1.5825032345772E+018,788,,,
1.58250323460365E+018,1049,,1.58250323459986E+018,-42,,1.58250323460191E+018,796,,,
1.58250323462567E+018,1067,,1.58250323462178E+018,-43,,1.58250323462387E+018,784,,,
1.58250323464916E+018,1043,,1.58250323464532E+018,-44,,1.58250323464718E+018,774,,,
1.58250323467124E+018,1039,,1.58250323466739E+018,-46,,1.58250323466963E+018,791,,,
1.58250323469395E+018,1047,,1.58250323469047E+018,-49,,1.58250323469201E+018,783,,,
1.58250323471546E+018,1055,,1.58250323471182E+018,-41,,1.58250323471333E+018,780,,,
1.58250323473995E+018,1045,,1.58250323473609E+018,-48,,1.58250323473826E+018,784,,,
1.5825032347612E+018,1051,,1.58250323475821E+018,-50,,1.58250323475968E+018,776,,,
1.58250323478352E+018,1063,,1.58250323478064E+018,-46,,1.58250323478208E+018,786,,,
1.58250323480671E+018,1067,,1.58250323480368E+018,-46,,1.58250323480519E+018,789,,,
1.58250323482984E+018,1031,,1.58250323482649E+018,-50,,1.58250323482815E+018,785,,,
1.582503234853E+018,1054,,1.58250323485004E+018,-49,,1.58250323485142E+018,791,,,
1.58250323487673E+018,1041,,1.58250323487255E+018,-49,,1.58250323487468E+018,782,,,
1.58250323489884E+018,1046,,1.58250323489554E+018,-47,,1.58250323489724E+018,790,,,
1.58250323492059E+018,1051,,1.58250323491757E+018,-45,,1.58250323491896E+018,780,,,
1.58250323494311E+018,1037,,1.5825032349399E+018,-45,,1.58250323494144E+018,780,,,
1.58250323496621E+018,1037,,1.58250323496297E+018,-44,,1.58250323496451E+018,785,,,
1.58250323499045E+018,1031,,1.58250323498679E+018,-49,,1.58250323498879E+018,784,,,
1.58250323501152E+018,1040,,1.58250323500842E+018,-45,,1.58250323500989E+018,776,,,
1.58250323503443E+018,1050,,1.58250323503144E+018,-46,,1.58250323503302E+018,783,,,
1.582503235058E+018,1038,,1.58250323505446E+018,-51,,1.58250323505603E+018,777,,,
1.58250323508072E+018,1058,,1.58250323507769E+018,-52,,1.58250323507928E+018,783,,,
1.58250323510282E+018,1050,,1.58250323509963E+018,-42,,1.58250323510121E+018,783,,,
1.58250323512593E+018,1045,,1.58250323512269E+018,-49,,1.58250323512433E+018,777,,,
1.58250323514876E+018,1040,,1.58250323514512E+018,-47,,1.58250323514697E+018,782,,,
1.58250323517192E+018,1050,,1.58250323516887E+018,-49,,1.58250323517032E+018,779,,,
1.58250323519448E+018,1042,,1.58250323519154E+018,-45,,1.58250323519304E+018,781,,,
1.5825032352159E+018,1042,,1.58250323521306E+018,-46,,1.5825032352145E+018,785,,,
1.58250323523865E+018,1045,,1.58250323523572E+018,-45,,1.58250323523726E+018,780,,,
1.58250323526186E+018,1054,,1.58250323525905E+018,-49,,1.58250323526054E+018,784,,,
1.58250323528597E+018,1054,,1.58250323528215E+018,-45,,1.58250323528406E+018,787,,,
1.58250323530952E+018,1054,,1.58250323530549E+018,-46,,1.58250323530737E+018,787,,,
1.58250323533067E+018,1059,,1.5825032353273E+018,-39,,1.58250323532915E+018,785,,,
1.58250323535331E+018,1046,,1.58250323535052E+018,-46,,1.58250323535191E+018,785,,,
1.5825032353781E+018,1046,,1.58250323537426E+018,-46,,1.58250323537631E+018,783,,,
1.5825032353995E+018,1041,,1.5825032353957E+018,-50,,1.5825032353978E+018,782,,,
1.58250323542335E+018,1050,,1.58250323541896E+018,-44,,1.58250323542113E+018,787,,,
1.58250323544495E+018,1074,,1.58250323544159E+018,-39,,1.58250323544329E+018,784,,,
1.58250323546775E+018,1057,,1.58250323546465E+018,-40,,1.58250323546618E+018,780,,,
1.58250323548936E+018,1052,,1.58250323548618E+018,-40,,1.58250323548775E+018,785,,,
1.58250323551307E+018,1066,,1.5825032355099E+018,-42,,1.58250323551131E+018,781,,,
1.58250323553658E+018,1067,,1.58250323553322E+018,-45,,1.58250323553476E+018,778,,,
1.58250323556041E+018,1060,,1.58250323555556E+018,-43,,1.58250323555795E+018,788,,,
1.58250323558129E+018,1063,,1.58250323557836E+018,-47,,1.58250323557987E+018,782,,,
1.58250323560282E+018,1039,,1.58250323560009E+018,-43,,1.58250323560151E+018,785,,,
1.58250323562721E+018,1039,,1.58250323562326E+018,-41,,1.58250323562519E+018,781,,,
1.58250323565098E+018,1044,,1.58250323564651E+018,-43,,1.58250323564864E+018,791,,,
1.58250323567523E+018,1051,,1.58250323567038E+018,-47,,1.58250323567301E+018,782,,,
1.58250323569498E+018,1050,,1.58250323569156E+018,-42,,1.58250323569341E+018,779,,,
1.58250323571717E+018,1030,,1.58250323571439E+018,-45,,1.58250323571574E+018,784,,,
1.58250323573981E+018,1040,,1.58250323573707E+018,-41,,1.58250323573846E+018,790,,,
1.58250323576374E+018,1061,,1.58250323576072E+018,-41,,1.58250323576221E+018,788,,,
1.58250323578755E+018,1053,,1.58250323578237E+018,-50,,1.58250323578439E+018,788,,,
1.5825032358107E+018,1033,,1.58250323580628E+018,-47,,1.58250323580865E+018,789,,,
1.58250323583426E+018,1055,,1.58250323582888E+018,-50,,1.58250323583158E+018,793,,,
1.58250323585781E+018,1035,,1.58250323585265E+018,-40,,1.58250323585507E+018,793,,,
1.58250323587727E+018,1052,,1.58250323587326E+018,-44,,1.58250323587533E+018,780,,,
1.58250323590044E+018,1048,,1.58250323589639E+018,-44,,1.58250323589823E+018,785,,,
1.58250323592355E+018,1048,,1.58250323591973E+018,-48,,1.58250323592201E+018,777,,,
1.58250323594674E+018,1047,,1.58250323594267E+018,-48,,1.58250323594487E+018,781,,,
1.5825032359696E+018,1037,,1.58250323596583E+018,-48,,1.58250323596737E+018,785,,,
1.58250323599175E+018,1056,,1.58250323598769E+018,-44,,1.58250323599E+018,785,,,
1.58250323601535E+018,1046,,1.58250323601152E+018,-41,,1.58250323601326E+018,785,,,
1.58250323603812E+018,1049,,1.58250323603427E+018,-46,,1.58250323603607E+018,783,,,
1.58250323605998E+018,1046,,1.58250323605673E+018,-39,,1.58250323605831E+018,777,,,
1.58250323608272E+018,1035,,1.58250323607893E+018,-47,,1.58250323608096E+018,784,,,
1.58250323610539E+018,1039,,1.58250323610188E+018,-43,,1.58250323610358E+018,785,,,
1.58250323612769E+018,1048,,1.58250323612434E+018,-43,,1.58250323612588E+018,779,,,
1.58250323615499E+018,1048,,1.58250323614753E+018,-41,,1.58250323614926E+018,785,,,
1.582503236174E+018,1064,,1.58250323616992E+018,-41,,1.58250323617188E+018,781,,,
1.58250323619556E+018,1052,,1.58250323619258E+018,-45,,1.58250323619414E+018,780,,,
1.5825032362188E+018,1034,,1.58250323621582E+018,-44,,1.58250323621726E+018,778,,,
1.58250323624133E+018,1052,,1.58250323623804E+018,-41,,1.58250323623959E+018,778,,,
1.58250323626503E+018,1057,,1.58250323626076E+018,-45,,1.58250323626324E+018,791,,,
1.58250323628656E+018,1053,,1.5825032362832E+018,-48,,1.58250323628492E+018,782,,,
1.58250323630916E+018,1061,,1.58250323630601E+018,-46,,1.58250323630768E+018,782,,,
1.58250323633275E+018,1045,,1.58250323632953E+018,-51,,1.58250323633122E+018,785,,,
1.58250323635508E+018,1042,,1.58250323635192E+018,-47,,1.58250323635351E+018,786,,,
1.58250323637832E+018,1051,,1.58250323637456E+018,-45,,1.58250323637651E+018,775,,,
1.58250323640003E+018,1059,,1.58250323639701E+018,-45,,1.5825032363985E+018,786,,,
1.58250323642335E+018,1064,,1.58250323642033E+018,-44,,1.58250323642188E+018,790,,,
1.58250323644585E+018,1051,,1.58250323644268E+018,-51,,1.58250323644414E+018,776,,,
1.58250323646819E+018,1033,,1.58250323646539E+018,-41,,1.58250323646674E+018,776,,,
1.58250323649153E+018,1026,,1.5825032364886E+018,-50,,1.5825032364902E+018,785,,,
1.58250323651388E+018,1054,,1.58250323651089E+018,-50,,1.58250323651237E+018,781,,,
1.58250323653701E+018,1048,,1.58250323653384E+018,-48,,1.58250323653539E+018,782,,,
1.58250323656081E+018,1052,,1.58250323655717E+018,-43,,1.582503236559E+018,785,,,
1.58250323658267E+018,1057,,1.58250323657968E+018,-47,,1.58250323658115E+018,779,,,
1.58250323660472E+018,1065,,1.58250323660216E+018,-46,,1.58250323660338E+018,791,,,
1.58250323662788E+018,1068,,1.58250323662513E+018,-52,,1.58250323662647E+018,791,,,
1.58250323665048E+018,1058,,1.58250323664761E+018,-48,,1.58250323664895E+018,774,,,
1.58250323667318E+018,1057,,1.5825032366703E+018,-56,,1.5825032366716E+018,785,,,
1.58250323669622E+018,1053,,1.58250323669338E+018,-43,,1.58250323669485E+018,789,,,
1.5825032367195E+018,1049,,1.58250323671653E+018,-46,,1.58250323671788E+018,791,,,
1.58250323674254E+018,1060,,1.58250323673951E+018,-45,,1.58250323674097E+018,780,,,
1.58250323676481E+018,1048,,1.58250323676138E+018,-48,,1.58250323676298E+018,773,,,
1.58250323678733E+018,1068,,1.58250323678401E+018,-45,,1.58250323678569E+018,783,,,
1.58250323681047E+018,1056,,1.58250323680741E+018,-46,,1.58250323680893E+018,778,,,
1.58250323683414E+018,1071,,1.582503236831E+018,-49,,1.58250323683263E+018,778,,,
1.58250323685626E+018,1055,,1.58250323685294E+018,-50,,1.58250323685472E+018,786,,,
1.58250323687827E+018,1035,,1.58250323687539E+018,-53,,1.5825032368769E+018,779,,,
1.58250323690048E+018,1064,,1.58250323689773E+018,-45,,1.58250323689911E+018,783,,,
1.58250323692356E+018,1044,,1.58250323692075E+018,-47,,1.58250323692214E+018,773,,,
1.58250323694801E+018,1053,,1.58250323694469E+018,-41,,1.5825032369463E+018,769,,,
1.58250323697053E+018,1050,,1.5825032369665E+018,-50,,1.58250323696859E+018,777,,,
1.58250323699259E+018,1054,,1.58250323698928E+018,-46,,1.58250323699094E+018,787,,,
1.58250323701438E+018,1047,,1.58250323701193E+018,-46,,1.58250323701313E+018,788,,,
1.58250323703697E+018,1043,,1.58250323703448E+018,-44,,1.5825032370357E+018,789,,,
1.58250323706284E+018,1038,,1.58250323705849E+018,-40,,1.58250323706101E+018,790,,,
1.58250323708304E+018,1045,,1.58250323708027E+018,-42,,1.5825032370816E+018,786,,,
1.58250323710776E+018,1053,,1.58250323710423E+018,-48,,1.58250323710617E+018,779,,,
1.58250323712997E+018,1053,,1.58250323712678E+018,-50,,1.58250323712849E+018,783,,,
1.58250323715267E+018,1043,,1.582503237149E+018,-41,,1.58250323715076E+018,768,,,
1.58250323717373E+018,1048,,1.58250323717101E+018,-46,,1.58250323717242E+018,776,,,
1.58250323719637E+018,1033,,1.58250323719351E+018,-42,,1.582503237195E+018,781,,,
1.58250323722115E+018,1027,,1.58250323721722E+018,-40,,1.58250323721873E+018,778,,,
1.58250323724296E+018,1033,,1.58250323723922E+018,-47,,1.58250323724109E+018,789,,,
1.58250323726733E+018,1053,,1.58250323726302E+018,-53,,1.58250323726518E+018,780,,,
1.58250323728868E+018,1049,,1.58250323728546E+018,-49,,1.58250323728687E+018,782,,,
1.58250323731279E+018,1053,,1.5825032373094E+018,-49,,1.58250323731112E+018,786,,,
1.58250323733395E+018,1046,,1.58250323733102E+018,-43,,1.58250323733265E+018,782,,,
1.58250323735584E+018,1052,,1.58250323735299E+018,-44,,1.58250323735443E+018,785,,,
1.58250323737898E+018,1052,,1.58250323737613E+018,-47,,1.58250323737761E+018,782,,,
1.58250323740203E+018,1045,,1.5825032373988E+018,-47,,1.58250323740046E+018,782,,,
1.58250323742773E+018,1041,,1.58250323742352E+018,-39,,1.58250323742578E+018,786,,,
1.58250323744867E+018,1045,,1.58250323744449E+018,-42,,1.58250323744699E+018,785,,,
1.5825032374695E+018,1049,,1.58250323746684E+018,-42,,1.58250323746818E+018,793,,,
1.58250323749365E+018,1041,,1.5825032374904E+018,-44,,1.58250323749208E+018,791,,,
1.5825032375158E+018,1068,,1.58250323751306E+018,-43,,1.58250323751449E+018,782,,,
1.58250323753849E+018,1069,,1.58250323753558E+018,-43,,1.58250323753695E+018,782,,,
1.5825032375613E+018,1048,,1.5825032375582E+018,-43,,1.58250323755984E+018,788,,,
1.58250323758396E+018,1053,,1.58250323758097E+018,-48,,1.58250323758247E+018,788,,,
1.58250323760782E+018,1046,,1.58250323760436E+018,-41,,1.58250323760604E+018,779,,,
1.58250323763006E+018,1053,,1.58250323762619E+018,-49,,1.58250323762804E+018,777,,,
1.58250323765287E+018,1046,,1.58250323764924E+018,-44,,1.58250323765104E+018,777,,,
1.58250323767502E+018,1054,,1.58250323767242E+018,-44,,1.58250323767371E+018,775,,,
1.58250323769823E+018,1053,,1.58250323769573E+018,-46,,1.58250323769703E+018,777,,,
1.58250323772081E+018,1045,,1.58250323771805E+018,-45,,1.5825032377194E+018,785,,,
1.58250323774441E+018,1041,,1.5825032377406E+018,-45,,1.58250323774237E+018,777,,,
1.58250323776758E+018,1029,,1.58250323776388E+018,-45,,1.5825032377657E+018,777,,,
1.58250323778924E+018,1069,,1.58250323778629E+018,-43,,1.58250323778782E+018,776,,,
1.58250323781168E+018,1060,,1.58250323780871E+018,-40,,1.58250323781021E+018,780,,,
1.58250323783606E+018,1044,,1.58250323783249E+018,-46,,1.58250323783426E+018,783,,,
1.58250323785925E+018,1036,,1.58250323785492E+018,-41,,1.5825032378572E+018,778,,,
1.58250323788107E+018,1072,,1.58250323787769E+018,-44,,1.58250323787943E+018,782,,,
1.58250323790263E+018,1044,,1.58250323790001E+018,-49,,1.58250323790128E+018,781,,,
1.58250323792573E+018,1056,,1.58250323792271E+018,-46,,1.58250323792418E+018,785,,,
1.5825032379485E+018,1061,,1.58250323794565E+018,-48,,1.58250323794704E+018,785,,,
1.58250323797072E+018,1049,,1.58250323796759E+018,-45,,1.58250323796915E+018,780,,,
1.58250323799447E+018,1054,,1.58250323799167E+018,-44,,1.58250323799305E+018,784,,,
1.5825032380172E+018,1043,,1.58250323801369E+018,-50,,1.58250323801527E+018,787,,,
1.58250323804064E+018,1037,,1.58250323803691E+018,-48,,1.58250323803875E+018,787,,,
1.58250323806405E+018,1033,,1.58250323805951E+018,-44,,1.58250323806284E+018,786,,,
1.5825032380854E+018,1027,,1.58250323808263E+018,-44,,1.58250323808403E+018,794,,,
1.58250323810954E+018,1041,,1.58250323810585E+018,-47,,1.58250323810761E+018,774,,,
1.58250323813278E+018,1048,,1.58250323812861E+018,-46,,1.5825032381307E+018,777,,,
1.58250323815531E+018,1050,,1.58250323815107E+018,-45,,1.58250323815312E+018,781,,,
1.58250323817874E+018,1050,,1.58250323817442E+018,-49,,1.58250323817694E+018,780,,,
1.58250323820145E+018,1046,,1.58250323819697E+018,-42,,1.58250323819892E+018,777,,,
1.58250323822343E+018,1057,,1.58250323821946E+018,-46,,1.58250323822111E+018,779,,,
1.58250323824631E+018,1041,,1.58250323824185E+018,-46,,1.58250323824418E+018,779,,,
1.58250323826852E+018,1034,,1.58250323826443E+018,-38,,1.58250323826664E+018,775,,,
1.58250323829157E+018,1042,,1.58250323828756E+018,-44,,1.58250323828937E+018,779,,,
1.58250323831359E+018,1053,,1.58250323830955E+018,-50,,1.5825032383116E+018,776,,,
1.5825032383373E+018,1047,,1.58250323833319E+018,-46,,1.58250323833544E+018,788,,,
1.58250323835946E+018,1042,,1.58250323835537E+018,-46,,1.5825032383572E+018,784,,,
1.5825032383827E+018,1049,,1.58250323837822E+018,-46,,1.58250323838069E+018,783,,,
1.58250323840665E+018,1057,,1.58250323840373E+018,-50,,1.58250323840471E+018,787,,,
1.58250323842842E+018,1041,,1.58250323842347E+018,-49,,1.5825032384255E+018,781,,,
1.58250323845336E+018,1044,,1.58250323844788E+018,-48,,1.58250323845091E+018,785,,,
1.58250323847373E+018,1072,,1.58250323846985E+018,-46,,1.58250323847208E+018,780,,,
1.58250323849685E+018,1060,,1.58250323849308E+018,-42,,1.58250323849495E+018,780,,,
1.58250323851968E+018,1074,,1.58250323851502E+018,-42,,1.58250323851753E+018,787,,,
1.58250323854227E+018,1047,,1.5825032385384E+018,-36,,1.58250323854073E+018,779,,,
1.58250323856479E+018,1039,,1.58250323856049E+018,-52,,1.58250323856255E+018,795,,,
1.58250323858872E+018,1052,,1.58250323858418E+018,-44,,1.58250323858668E+018,783,,,
1.58250323861068E+018,1058,,1.58250323860611E+018,-40,,1.58250323860825E+018,779,,,
1.58250323863276E+018,1051,,1.58250323862877E+018,-52,,1.58250323863103E+018,779,,,
1.5825032386592E+018,1049,,1.58250323865215E+018,-48,,1.58250323865446E+018,783,,,
1.58250323867855E+018,1056,,1.58250323867484E+018,-49,,1.5825032386768E+018,788,,,
1.58250323870048E+018,1064,,1.58250323869675E+018,-47,,1.58250323869852E+018,784,,,
1.58250323872521E+018,1040,,1.58250323872039E+018,-45,,1.58250323872295E+018,781,,,
1.58250323874873E+018,1056,,1.58250323874255E+018,-45,,1.58250323874425E+018,787,,,
1.58250323876943E+018,1065,,1.58250323876592E+018,-47,,1.58250323876766E+018,781,,,
1.5825032387921E+018,1061,,1.58250323878876E+018,-42,,1.58250323879037E+018,780,,,
1.58250323881364E+018,1073,,1.58250323881019E+018,-43,,1.58250323881183E+018,776,,,
1.58250323883714E+018,1057,,1.58250323883317E+018,-47,,1.58250323883603E+018,787,,,
1.58250323886045E+018,1019,,1.58250323885677E+018,-53,,1.58250323885871E+018,782,,,
1.5825032388847E+018,1052,,1.58250323888043E+018,-50,,1.58250323888244E+018,782,,,
1.58250323890521E+018,1035,,1.582503238902E+018,-53,,1.58250323890362E+018,777,,,
1.58250323892829E+018,1036,,1.58250323892479E+018,-51,,1.58250323892653E+018,785,,,
1.582503238952E+018,1029,,1.582503238948E+018,-44,,1.58250323894973E+018,776,,,
1.58250323897389E+018,1042,,1.58250323897039E+018,-43,,1.58250323897228E+018,777,,,
1.582503238996E+018,1064,,1.58250323899256E+018,-46,,1.5825032389942E+018,777,,,
1.58250323901916E+018,1055,,1.58250323901542E+018,-42,,1.58250323901721E+018,779,,,
1.5825032390423E+018,1041,,1.5825032390385E+018,-49,,1.58250323904052E+018,783,,,
1.58250323906467E+018,1046,,1.58250323906137E+018,-45,,1.58250323906307E+018,776,,,
1.58250323908557E+018,1042,,1.58250323908296E+018,-45,,1.58250323908417E+018,784,,,
1.58250323910849E+018,1046,,1.58250323910569E+018,-47,,1.58250323910709E+018,784,,,
1.58250323913249E+018,1050,,1.58250323912956E+018,-47,,1.58250323913094E+018,785,,,
1.58250323915571E+018,1070,,1.58250323915279E+018,-40,,1.58250323915428E+018,781,,,
1.5825032391794E+018,1050,,1.58250323917586E+018,-45,,1.58250323917764E+018,781,,,
1.5825032392009E+018,1070,,1.58250323919708E+018,-40,,1.58250323919917E+018,785,,,
1.58250323922701E+018,1041,,1.5825032392217E+018,-45,,1.58250323922337E+018,781,,,
1.58250323924742E+018,1052,,1.5825032392434E+018,-49,,1.58250323924564E+018,770,,,
1.58250323926914E+018,1050,,1.5825032392666E+018,-50,,1.58250323926787E+018,782,,,
1.58250323929044E+018,1060,,1.58250323928771E+018,-46,,1.58250323928912E+018,777,,,
1.58250323931367E+018,1036,,1.58250323931141E+018,-42,,1.58250323931223E+018,782,,,
1.58250323933762E+018,1050,,1.58250323933436E+018,-48,,1.58250323933596E+018,784,,,
1.58250323936049E+018,1042,,1.58250323935768E+018,-45,,1.58250323935903E+018,785,,,
1.5825032393815E+018,1067,,1.58250323937873E+018,-49,,1.58250323938014E+018,777,,,
1.58250323940517E+018,1055,,1.58250323940216E+018,-37,,1.58250323940366E+018,775,,,
1.58250323942832E+018,1055,,1.58250323942522E+018,-49,,1.58250323942675E+018,777,,,
1.58250323945269E+018,1028,,1.58250323944933E+018,-45,,1.58250323945101E+018,787,,,
1.58250323947426E+018,1037,,1.58250323947149E+018,-48,,1.58250323947285E+018,777,,,
1.58250323949637E+018,1045,,1.58250323949358E+018,-33,,1.58250323949512E+018,785,,,
1.58250323951934E+018,1044,,1.58250323951645E+018,-42,,1.5825032395179E+018,789,,,
1.58250323954269E+018,1046,,1.58250323953908E+018,-46,,1.5825032395407E+018,783,,,
1.58250323956738E+018,1062,,1.58250323956317E+018,-48,,1.58250323956527E+018,774,,,
1.58250323958733E+018,1057,,1.58250323958458E+018,-48,,1.58250323958584E+018,788,,,
1.5825032396093E+018,1052,,1.58250323960677E+018,-49,,1.58250323960797E+018,780,,,
1.58250323963284E+018,1065,,1.58250323962989E+018,-48,,1.58250323963131E+018,783,,,
1.58250323965615E+018,1043,,1.58250323965333E+018,-41,,1.58250323965461E+018,780,,,
1.58250323967791E+018,1064,,1.58250323967518E+018,-44,,1.58250323967646E+018,784,,,
1.58250323970043E+018,1039,,1.58250323969771E+018,-44,,1.58250323969917E+018,780,,,
1.58250323972545E+018,1044,,1.58250323972178E+018,-43,,1.58250323972354E+018,788,,,
1.5825032397481E+018,1044,,1.58250323974475E+018,-51,,1.58250323974669E+018,789,,,
1.58250323977042E+018,1061,,1.58250323976671E+018,-52,,1.58250323976876E+018,789,,,
1.58250323979263E+018,1053,,1.58250323978953E+018,-49,,1.58250323979117E+018,787,,,
1.58250323981566E+018,1042,,1.58250323981261E+018,-45,,1.58250323981411E+018,785,,,
1.58250323983974E+018,1060,,1.58250323983609E+018,-41,,1.58250323983817E+018,778,,,
1.58250323986288E+018,1061,,1.58250323985897E+018,-34,,1.58250323986091E+018,782,,,
1.58250323988557E+018,1042,,1.58250323988041E+018,-49,,1.58250323988303E+018,787,,,
1.58250323990629E+018,1034,,1.58250323990303E+018,-44,,1.58250323990463E+018,790,,,
1.58250323992968E+018,1037,,1.58250323992678E+018,-47,,1.58250323992819E+018,785,,,
1.58250323995245E+018,1048,,1.58250323994927E+018,-45,,1.58250323995087E+018,789,,,
1.58250323997359E+018,1042,,1.58250323997086E+018,-42,,1.58250323997229E+018,785,,,
1.5825032399978E+018,1054,,1.58250323999471E+018,-36,,1.58250323999638E+018,783,,,
1.58250324002049E+018,1038,,1.58250324001761E+018,-44,,1.58250324001904E+018,776,,,
1.58250324004365E+018,1043,,1.58250324004055E+018,-45,,1.58250324004213E+018,777,,,
1.58250324006657E+018,1045,,1.58250324006255E+018,-49,,1.58250324006467E+018,777,,,
1.58250324009014E+018,1071,,1.58250324008634E+018,-36,,1.5825032400884E+018,785,,,
1.58250324011258E+018,1066,,1.58250324010919E+018,-45,,1.58250324011095E+018,783,,,
1.58250324013543E+018,1059,,1.58250324013191E+018,-49,,1.58250324013373E+018,784,,,
1.58250324015714E+018,1056,,1.58250324015362E+018,-43,,1.58250324015554E+018,792,,,
1.58250324017883E+018,1064,,1.58250324017611E+018,-41,,1.58250324017749E+018,789,,,
1.58250324020212E+018,1054,,1.58250324019936E+018,-49,,1.58250324020084E+018,780,,,
1.58250324022447E+018,1039,,1.58250324022168E+018,-41,,1.58250324022307E+018,775,,,
1.58250324024864E+018,1066,,1.58250324024544E+018,-42,,1.58250324024704E+018,780,,,
1.58250324027033E+018,1047,,1.58250324026736E+018,-52,,1.582503240269E+018,782,,,
1.58250324029369E+018,1047,,1.58250324029038E+018,-44,,1.58250324029212E+018,787,,,
1.58250324031828E+018,1053,,1.58250324031372E+018,-44,,1.5825032403162E+018,783,,,
1.58250324033924E+018,1057,,1.58250324033612E+018,-42,,1.58250324033759E+018,787,,,
1.58250324036156E+018,1056,,1.58250324035821E+018,-42,,1.58250324035997E+018,789,,,
1.58250324038422E+018,1052,,1.58250324038144E+018,-38,,1.58250324038286E+018,779,,,
1.58250324040724E+018,1070,,1.58250324040417E+018,-42,,1.58250324040569E+018,785,,,
1.58250324043013E+018,1050,,1.58250324042739E+018,-47,,1.58250324042866E+018,793,,,
1.58250324045202E+018,1042,,1.58250324044893E+018,-45,,1.58250324045038E+018,781,,,
1.58250324047758E+018,1052,,1.58250324047314E+018,-38,,1.58250324047518E+018,787,,,
1.58250324049872E+018,1035,,1.58250324049582E+018,-46,,1.58250324049726E+018,792,,,
1.58250324052175E+018,1053,,1.58250324051864E+018,-44,,1.58250324052015E+018,782,,,
1.58250324054325E+018,1054,,1.58250324054043E+018,-45,,1.58250324054189E+018,778,,,
1.58250324056526E+018,1030,,1.5825032405628E+018,-45,,1.58250324056406E+018,779,,,
1.58250324058889E+018,1041,,1.58250324058618E+018,-44,,1.58250324058759E+018,779,,,
1.58250324061293E+018,1046,,1.58250324060929E+018,-37,,1.58250324061091E+018,779,,,
1.58250324063661E+018,1042,,1.58250324063307E+018,-45,,1.58250324063505E+018,781,,,
1.58250324065988E+018,1048,,1.5825032406556E+018,-51,,1.58250324065764E+018,785,,,
1.58250324068051E+018,1042,,1.58250324067791E+018,-48,,1.58250324067922E+018,779,,,
1.58250324070265E+018,1038,,1.58250324069967E+018,-50,,1.58250324070119E+018,791,,,
1.58250324072595E+018,1044,,1.58250324072298E+018,-46,,1.58250324072451E+018,785,,,
1.58250324074859E+018,1040,,1.58250324074553E+018,-39,,1.58250324074683E+018,785,,,
1.58250324077057E+018,1049,,1.58250324076776E+018,-43,,1.58250324076925E+018,783,,,
