Haptic Middle ,,,Haptic Thumb,,,Haptic Pointer,,,Object Placed,
rosbagTimestamp,data,,rosbagTimestamp,data,,rosbagTimestamp,data,,rosbagTimestamp,data
1.58250324079466E+018,1037,,1.58250324079171E+018,-45,,1.58250324079325E+018,787,,,
1.58250324081947E+018,1039,,1.58250324081567E+018,-43,,1.58250324081758E+018,786,,,
1.58250324084057E+018,1029,,1.58250324083699E+018,-47,,1.58250324083859E+018,782,,,
1.58250324086303E+018,1045,,1.58250324085937E+018,-46,,1.5825032408611E+018,782,,,
1.58250324088536E+018,1056,,1.58250324088262E+018,-46,,1.58250324088405E+018,778,,,
1.58250324090839E+018,1067,,1.58250324090577E+018,-42,,1.58250324090713E+018,777,,,
1.58250324093155E+018,1052,,1.58250324092875E+018,-46,,1.58250324093008E+018,776,,,
1.58250324095449E+018,1052,,1.58250324095089E+018,-47,,1.58250324095282E+018,780,,,
1.582503240978E+018,1036,,1.58250324097425E+018,-50,,1.5825032409763E+018,780,,,
1.58250324099887E+018,1039,,1.58250324099614E+018,-39,,1.58250324099754E+018,779,,,
1.58250324102249E+018,1070,,1.58250324101925E+018,-39,,1.58250324102081E+018,783,,,
1.58250324104419E+018,1056,,1.58250324104106E+018,-39,,1.58250324104248E+018,777,,,
1.5825032410669E+018,1040,,1.58250324106389E+018,-45,,1.5825032410655E+018,778,,,
1.58250324109012E+018,1047,,1.58250324108733E+018,-49,,1.58250324108879E+018,787,,,
1.58250324111362E+018,1055,,1.58250324111026E+018,-49,,1.58250324111193E+018,782,,,
1.58250324113653E+018,1063,,1.58250324113318E+018,-50,,1.58250324113487E+018,781,,,
1.58250324116025E+018,1056,,1.58250324115617E+018,-42,,1.58250324115836E+018,777,,,
1.58250324118149E+018,1038,,1.58250324117837E+018,-38,,1.58250324118001E+018,787,,,
1.58250324120369E+018,1056,,1.58250324120079E+018,-38,,1.58250324120232E+018,781,,,
1.58250324122653E+018,1043,,1.58250324122347E+018,-46,,1.58250324122481E+018,775,,,
1.58250324125085E+018,1063,,1.58250324124627E+018,-50,,1.58250324124879E+018,784,,,
1.58250324127432E+018,1069,,1.5825032412705E+018,-46,,1.58250324127229E+018,777,,,
1.58250324129697E+018,1037,,1.58250324129314E+018,-40,,1.58250324129511E+018,786,,,
1.58250324131923E+018,1046,,1.58250324131597E+018,-45,,1.58250324131762E+018,785,,,
1.58250324134041E+018,1031,,1.58250324133761E+018,-41,,1.58250324133904E+018,781,,,
1.582503241364E+018,1048,,1.58250324136069E+018,-46,,1.58250324136323E+018,781,,,
1.58250324138637E+018,1059,,1.58250324138344E+018,-42,,1.58250324138489E+018,791,,,
1.58250324140895E+018,1042,,1.58250324140592E+018,-42,,1.58250324140745E+018,780,,,
1.58250324143193E+018,1050,,1.58250324142867E+018,-44,,1.58250324143025E+018,772,,,
1.58250324145491E+018,1056,,1.5825032414512E+018,-44,,1.58250324145303E+018,779,,,
1.58250324147777E+018,1057,,1.58250324147439E+018,-46,,1.58250324147607E+018,783,,,
1.58250324149942E+018,1049,,1.58250324149682E+018,-46,,1.58250324149817E+018,780,,,
1.58250324152175E+018,1050,,1.58250324151904E+018,-54,,1.5825032415203E+018,783,,,
1.58250324154709E+018,1054,,1.58250324154301E+018,-43,,1.5825032415448E+018,779,,,
1.58250324156986E+018,1049,,1.58250324156588E+018,-43,,1.58250324156754E+018,784,,,
1.58250324159083E+018,1043,,1.58250324158806E+018,-47,,1.58250324158944E+018,787,,,
1.58250324161234E+018,1045,,1.5825032416098E+018,-42,,1.58250324161108E+018,783,,,
1.58250324163636E+018,1053,,1.58250324163355E+018,-46,,1.58250324163503E+018,787,,,
1.58250324165856E+018,1052,,1.58250324165609E+018,-47,,1.58250324165739E+018,778,,,
1.58250324168178E+018,1041,,1.58250324167924E+018,-42,,1.5825032416805E+018,786,,,
1.58250324170644E+018,1036,,1.58250324170266E+018,-46,,1.58250324170457E+018,787,,,
1.58250324172901E+018,1052,,1.58250324172526E+018,-46,,1.58250324172732E+018,794,,,
1.58250324175269E+018,1059,,1.58250324174908E+018,-48,,1.58250324175043E+018,789,,,
1.58250324177344E+018,1055,,1.58250324176996E+018,-44,,1.58250324177166E+018,783,,,
1.58250324179601E+018,1043,,1.58250324179349E+018,-44,,1.58250324179474E+018,779,,,
1.58250324181806E+018,1033,,1.5825032418155E+018,-44,,1.58250324181672E+018,778,,,
1.58250324184107E+018,1060,,1.58250324183841E+018,-46,,1.5825032418398E+018,783,,,
1.58250324186339E+018,1055,,1.5825032418607E+018,-48,,1.58250324186208E+018,785,,,
1.58250324188715E+018,1046,,1.5825032418843E+018,-41,,1.5825032418857E+018,781,,,
1.58250324190997E+018,1035,,1.58250324190671E+018,-41,,1.58250324190846E+018,783,,,
1.58250324193312E+018,1059,,1.58250324193003E+018,-49,,1.58250324193153E+018,780,,,
1.58250324195604E+018,1056,,1.58250324195242E+018,-42,,1.58250324195412E+018,786,,,
1.58250324197837E+018,1044,,1.58250324197552E+018,-48,,1.582503241977E+018,786,,,
1.58250324200048E+018,1054,,1.58250324199792E+018,-45,,1.58250324199917E+018,777,,,
1.58250324202318E+018,1041,,1.58250324202054E+018,-47,,1.58250324202179E+018,773,,,
1.58250324204636E+018,1031,,1.58250324204353E+018,-46,,1.58250324204489E+018,785,,,
1.58250324206974E+018,1047,,1.58250324206638E+018,-52,,1.58250324206775E+018,776,,,
1.58250324209338E+018,1052,,1.58250324208986E+018,-42,,1.58250324209161E+018,783,,,
1.58250324211484E+018,1040,,1.58250324211125E+018,-44,,1.58250324211291E+018,783,,,
1.58250324213889E+018,1060,,1.58250324213506E+018,-44,,1.58250324213691E+018,784,,,
1.58250324216128E+018,1044,,1.58250324215767E+018,-50,,1.58250324216017E+018,788,,,
1.58250324218355E+018,1039,,1.58250324218046E+018,-42,,1.5825032421819E+018,793,,,
1.58250324220621E+018,1050,,1.58250324220274E+018,-46,,1.58250324220435E+018,785,,,
1.58250324222893E+018,1051,,1.58250324222512E+018,-47,,1.58250324222726E+018,786,,,
1.58250324225164E+018,1046,,1.58250324224797E+018,-50,,1.58250324224956E+018,788,,,
1.5825032422736E+018,1055,,1.58250324227075E+018,-42,,1.58250324227217E+018,774,,,
1.58250324229605E+018,1047,,1.58250324229323E+018,-42,,1.58250324229456E+018,775,,,
1.58250324232E+018,1049,,1.58250324231646E+018,-49,,1.58250324231811E+018,788,,,
1.58250324234237E+018,1062,,1.58250324233921E+018,-37,,1.58250324234075E+018,780,,,
1.58250324236586E+018,1042,,1.58250324236253E+018,-43,,1.58250324236447E+018,774,,,
1.5825032423894E+018,1042,,1.58250324238618E+018,-47,,1.58250324238785E+018,778,,,
1.58250324241055E+018,1048,,1.58250324240758E+018,-45,,1.58250324240903E+018,785,,,
1.58250324243469E+018,1057,,1.58250324243094E+018,-43,,1.58250324243288E+018,778,,,
1.58250324245686E+018,1047,,1.58250324245387E+018,-49,,1.58250324245537E+018,782,,,
1.58250324247873E+018,1036,,1.58250324247574E+018,-48,,1.58250324247727E+018,786,,,
1.58250324250155E+018,1060,,1.58250324249843E+018,-47,,1.5825032425E+018,781,,,
1.58250324252551E+018,1034,,1.58250324252167E+018,-44,,1.58250324252331E+018,781,,,
1.58250324254878E+018,1049,,1.58250324254532E+018,-39,,1.58250324254766E+018,781,,,
1.5825032425701E+018,1058,,1.58250324256697E+018,-45,,1.58250324256866E+018,781,,,
1.58250324259238E+018,1034,,1.58250324258953E+018,-45,,1.58250324259089E+018,783,,,
1.58250324261561E+018,1050,,1.58250324261253E+018,-41,,1.58250324261407E+018,771,,,
1.58250324263798E+018,1056,,1.58250324263496E+018,-38,,1.5825032426364E+018,779,,,
1.58250324266121E+018,1057,,1.5825032426582E+018,-35,,1.58250324265968E+018,787,,,
1.58250324268364E+018,1060,,1.58250324268073E+018,-47,,1.58250324268215E+018,781,,,
1.5825032427069E+018,1038,,1.58250324270355E+018,-51,,1.58250324270516E+018,788,,,
1.58250324273122E+018,1041,,1.5825032427275E+018,-43,,1.58250324272932E+018,783,,,
1.58250324275441E+018,1045,,1.58250324275022E+018,-51,,1.58250324275211E+018,789,,,
1.58250324277621E+018,1053,,1.58250324277313E+018,-47,,1.58250324277454E+018,782,,,
1.58250324279703E+018,1038,,1.58250324279391E+018,-44,,1.58250324279555E+018,782,,,
1.58250324282082E+018,1038,,1.58250324281709E+018,-44,,1.58250324281885E+018,785,,,
1.58250324284408E+018,1036,,1.58250324284027E+018,-44,,1.58250324284217E+018,789,,,
1.58250324286913E+018,1048,,1.58250324286401E+018,-47,,1.58250324286642E+018,790,,,
1.58250324288963E+018,1060,,1.58250324288669E+018,-51,,1.58250324288798E+018,790,,,
1.58250324291233E+018,1041,,1.58250324290862E+018,-47,,1.58250324291037E+018,786,,,
1.58250324293451E+018,1044,,1.58250324293134E+018,-48,,1.58250324293285E+018,785,,,
1.58250324295837E+018,1036,,1.58250324295483E+018,-48,,1.58250324295666E+018,776,,,
1.5825032429796E+018,1036,,1.58250324297634E+018,-48,,1.58250324297783E+018,780,,,
1.58250324300199E+018,1044,,1.58250324299903E+018,-41,,1.58250324300053E+018,778,,,
1.58250324302589E+018,1047,,1.58250324302241E+018,-42,,1.58250324302418E+018,776,,,
1.58250324304991E+018,1056,,1.58250324304607E+018,-42,,1.58250324304757E+018,782,,,
1.58250324307066E+018,1047,,1.58250324306707E+018,-42,,1.58250324306889E+018,781,,,
1.58250324309443E+018,1059,,1.58250324309073E+018,-45,,1.58250324309259E+018,786,,,
1.58250324311688E+018,1043,,1.58250324311372E+018,-45,,1.5825032431153E+018,780,,,
1.5825032431395E+018,1045,,1.5825032431361E+018,-41,,1.58250324313779E+018,789,,,
1.5825032431635E+018,1046,,1.58250324316012E+018,-38,,1.58250324316189E+018,782,,,
1.58250324318528E+018,1059,,1.58250324318186E+018,-42,,1.58250324318359E+018,775,,,
1.58250324320746E+018,1048,,1.58250324320428E+018,-41,,1.5825032432059E+018,780,,,
1.58250324323124E+018,1036,,1.5825032432279E+018,-53,,1.58250324322961E+018,780,,,
1.58250324325401E+018,1064,,1.58250324325026E+018,-49,,1.58250324325185E+018,786,,,
1.58250324327627E+018,1040,,1.58250324327255E+018,-49,,1.58250324327424E+018,782,,,
1.58250324329767E+018,1047,,1.58250324329484E+018,-48,,1.58250324329629E+018,790,,,
1.58250324332126E+018,1049,,1.58250324331826E+018,-42,,1.58250324331959E+018,790,,,
1.58250324334493E+018,1040,,1.58250324334144E+018,-38,,1.58250324334314E+018,781,,,
1.58250324336828E+018,1052,,1.58250324336458E+018,-44,,1.58250324336647E+018,783,,,
1.58250324339083E+018,1044,,1.58250324338642E+018,-42,,1.5825032433889E+018,783,,,
1.58250324341177E+018,1053,,1.5825032434089E+018,-48,,1.58250324341039E+018,783,,,
1.58250324343531E+018,1050,,1.58250324343242E+018,-48,,1.5825032434339E+018,783,,,
1.58250324345741E+018,1043,,1.58250324345465E+018,-46,,1.58250324345611E+018,784,,,
1.5825032434803E+018,1041,,1.58250324347753E+018,-48,,1.58250324347896E+018,789,,,
1.58250324350313E+018,1041,,1.58250324350043E+018,-43,,1.58250324350184E+018,777,,,
1.58250324352542E+018,1057,,1.58250324352277E+018,-48,,1.58250324352408E+018,789,,,
1.58250324354978E+018,1056,,1.58250324354669E+018,-50,,1.58250324354837E+018,785,,,
1.58250324357141E+018,1044,,1.58250324356837E+018,-42,,1.58250324356985E+018,782,,,
1.58250324359385E+018,1048,,1.58250324359112E+018,-45,,1.58250324359245E+018,778,,,
1.58250324361785E+018,1053,,1.58250324361481E+018,-45,,1.58250324361639E+018,776,,,
1.58250324364082E+018,1058,,1.58250324363796E+018,-45,,1.58250324363934E+018,787,,,
1.58250324366335E+018,1062,,1.58250324366015E+018,-45,,1.58250324366156E+018,779,,,
1.58250324368528E+018,1034,,1.58250324368219E+018,-44,,1.58250324368374E+018,783,,,
1.5825032437082E+018,1042,,1.58250324370522E+018,-36,,1.58250324370658E+018,786,,,
1.58250324373079E+018,1042,,1.58250324372784E+018,-41,,1.58250324372927E+018,781,,,
1.58250324375488E+018,1057,,1.58250324375066E+018,-43,,1.58250324375231E+018,781,,,
1.58250324377633E+018,1054,,1.58250324377329E+018,-44,,1.58250324377485E+018,783,,,
1.58250324379877E+018,1042,,1.58250324379597E+018,-44,,1.58250324379743E+018,779,,,
1.58250324382291E+018,1059,,1.58250324381974E+018,-49,,1.58250324382142E+018,787,,,
1.58250324384362E+018,1042,,1.5825032438409E+018,-43,,1.58250324384229E+018,779,,,
1.58250324386724E+018,1056,,1.58250324386432E+018,-47,,1.58250324386584E+018,783,,,
1.58250324388973E+018,1054,,1.58250324388676E+018,-50,,1.58250324388828E+018,777,,,
1.58250324391459E+018,1058,,1.58250324391072E+018,-38,,1.58250324391283E+018,773,,,
1.58250324393734E+018,1043,,1.58250324393382E+018,-47,,1.58250324393553E+018,776,,,
1.58250324395822E+018,1046,,1.58250324395542E+018,-45,,1.58250324395678E+018,784,,,
1.58250324398205E+018,1047,,1.58250324397893E+018,-39,,1.58250324398028E+018,783,,,
1.58250324400452E+018,1053,,1.58250324400149E+018,-43,,1.58250324400306E+018,780,,,
1.58250324402676E+018,1041,,1.5825032440243E+018,-47,,1.58250324402555E+018,791,,,
1.58250324404852E+018,1047,,1.5825032440459E+018,-47,,1.58250324404717E+018,786,,,
1.58250324407234E+018,1043,,1.58250324406975E+018,-51,,1.58250324407101E+018,786,,,
1.58250324409435E+018,1041,,1.58250324409168E+018,-45,,1.58250324409308E+018,784,,,
1.58250324411938E+018,1042,,1.58250324411585E+018,-35,,1.58250324411768E+018,777,,,
1.58250324414136E+018,1041,,1.58250324413748E+018,-41,,1.58250324413944E+018,791,,,
1.5825032441634E+018,1049,,1.58250324416049E+018,-47,,1.58250324416186E+018,774,,,
1.58250324418627E+018,1041,,1.58250324418363E+018,-40,,1.582503244185E+018,788,,,
1.58250324421006E+018,1054,,1.5825032442065E+018,-41,,1.58250324420833E+018,772,,,
1.58250324423416E+018,1041,,1.58250324423042E+018,-47,,1.58250324423223E+018,776,,,
1.582503244257E+018,1060,,1.58250324425195E+018,-47,,1.58250324425444E+018,774,,,
1.5825032442774E+018,1054,,1.58250324427461E+018,-39,,1.58250324427603E+018,781,,,
1.58250324430025E+018,1066,,1.5825032442976E+018,-47,,1.58250324429897E+018,777,,,
1.5825032443234E+018,1031,,1.58250324432009E+018,-39,,1.58250324432176E+018,777,,,
1.58250324434563E+018,1041,,1.58250324434228E+018,-40,,1.58250324434427E+018,781,,,
1.58250324436817E+018,1044,,1.5825032443648E+018,-44,,1.58250324436644E+018,780,,,
1.58250324439121E+018,1047,,1.58250324438824E+018,-44,,1.58250324438973E+018,770,,,
1.58250324441446E+018,1042,,1.58250324441132E+018,-40,,1.58250324441278E+018,774,,,
1.58250324443792E+018,1041,,1.58250324443442E+018,-40,,1.5825032444362E+018,769,,,
1.58250324446145E+018,1033,,1.5825032444568E+018,-41,,1.5825032444591E+018,786,,,
1.58250324448204E+018,1027,,1.58250324447936E+018,-39,,1.58250324448072E+018,779,,,
1.58250324450558E+018,1038,,1.58250324450297E+018,-45,,1.58250324450435E+018,799,,,
1.58250324452739E+018,1046,,1.58250324452462E+018,-44,,1.5825032445259E+018,784,,,
1.58250324455127E+018,1050,,1.58250324454808E+018,-44,,1.58250324454962E+018,787,,,
1.58250324457325E+018,1048,,1.58250324457052E+018,-56,,1.58250324457175E+018,791,,,
1.58250324459566E+018,1051,,1.58250324459289E+018,-52,,1.58250324459419E+018,786,,,
1.58250324461898E+018,1051,,1.58250324461587E+018,-52,,1.58250324461739E+018,782,,,
1.5825032446413E+018,1048,,1.58250324463806E+018,-48,,1.58250324463953E+018,781,,,
1.58250324466547E+018,1052,,1.58250324466195E+018,-44,,1.58250324466394E+018,783,,,
1.58250324468748E+018,1044,,1.58250324468394E+018,-44,,1.58250324468537E+018,787,,,
1.58250324471186E+018,1048,,1.58250324470806E+018,-43,,1.5825032447099E+018,788,,,
1.58250324473396E+018,1048,,1.5825032447303E+018,-48,,1.58250324473197E+018,776,,,
1.58250324475886E+018,1049,,1.58250324475359E+018,-47,,1.58250324475662E+018,788,,,
1.58250324477817E+018,1055,,1.58250324477546E+018,-51,,1.58250324477684E+018,788,,,
1.58250324480075E+018,1049,,1.5825032447981E+018,-49,,1.58250324479942E+018,791,,,
1.58250324482336E+018,1043,,1.58250324482068E+018,-53,,1.58250324482203E+018,795,,,
1.58250324484656E+018,1040,,1.58250324484372E+018,-45,,1.58250324484518E+018,780,,,
1.58250324486896E+018,1049,,1.58250324486602E+018,-49,,1.5825032448674E+018,784,,,
1.58250324489304E+018,1052,,1.58250324488985E+018,-45,,1.58250324489135E+018,779,,,
1.58250324491587E+018,1055,,1.58250324491299E+018,-45,,1.58250324491441E+018,779,,,
1.58250324493759E+018,1023,,1.58250324493443E+018,-43,,1.58250324493602E+018,777,,,
1.58250324496206E+018,1033,,1.58250324495825E+018,-44,,1.58250324496009E+018,778,,,
1.58250324498475E+018,1043,,1.58250324498042E+018,-45,,1.5825032449822E+018,784,,,
1.58250324500597E+018,1049,,1.58250324500307E+018,-42,,1.58250324500458E+018,780,,,
1.58250324502825E+018,1052,,1.58250324502532E+018,-46,,1.5825032450268E+018,784,,,
1.58250324505103E+018,1051,,1.58250324504797E+018,-46,,1.58250324504928E+018,781,,,
1.58250324507431E+018,1038,,1.58250324507154E+018,-50,,1.58250324507285E+018,788,,,
1.58250324509673E+018,1047,,1.58250324509383E+018,-46,,1.58250324509528E+018,782,,,
1.58250324511885E+018,1061,,1.58250324511591E+018,-42,,1.58250324511738E+018,786,,,
1.58250324514321E+018,1055,,1.58250324513994E+018,-42,,1.58250324514166E+018,782,,,
1.5825032451669E+018,1038,,1.5825032451628E+018,-47,,1.58250324516487E+018,782,,,
1.58250324518915E+018,1041,,1.58250324518535E+018,-55,,1.5825032451874E+018,782,,,
1.58250324521013E+018,1042,,1.58250324520748E+018,-44,,1.58250324520878E+018,784,,,
1.58250324523339E+018,1041,,1.58250324523056E+018,-40,,1.582503245232E+018,780,,,
1.58250324525835E+018,1045,,1.58250324525451E+018,-42,,1.58250324525632E+018,782,,,
1.58250324528037E+018,1058,,1.58250324527694E+018,-48,,1.58250324527858E+018,780,,,
1.58250324530334E+018,1044,,1.58250324529962E+018,-51,,1.58250324530166E+018,782,,,
1.58250324532502E+018,1052,,1.58250324532122E+018,-42,,1.58250324532288E+018,782,,,
1.5825032453491E+018,1035,,1.58250324534461E+018,-48,,1.58250324534709E+018,778,,,
1.58250324537111E+018,1048,,1.58250324536767E+018,-44,,1.58250324536956E+018,776,,,
1.58250324539443E+018,1043,,1.58250324539099E+018,-48,,1.58250324539263E+018,779,,,
1.58250324541546E+018,1047,,1.58250324541224E+018,-40,,1.58250324541384E+018,792,,,
1.58250324543905E+018,1044,,1.58250324543568E+018,-45,,1.58250324543743E+018,788,,,
1.58250324546193E+018,1058,,1.5825032454582E+018,-51,,1.58250324546008E+018,787,,,
1.58250324548405E+018,1042,,1.58250324548131E+018,-48,,1.58250324548259E+018,779,,,
1.58250324550635E+018,1048,,1.58250324550356E+018,-46,,1.58250324550491E+018,785,,,
1.58250324552914E+018,1054,,1.58250324552619E+018,-45,,1.58250324552768E+018,782,,,
1.58250324555226E+018,1036,,1.58250324554951E+018,-35,,1.58250324555084E+018,779,,,
1.58250324557521E+018,1044,,1.58250324557266E+018,-42,,1.58250324557394E+018,778,,,
1.58250324559679E+018,1058,,1.58250324559385E+018,-44,,1.58250324559534E+018,773,,,
1.58250324562188E+018,1051,,1.5825032456176E+018,-37,,1.58250324562007E+018,773,,,
1.58250324564554E+018,1055,,1.58250324564109E+018,-41,,1.58250324564315E+018,780,,,
1.58250324566708E+018,1035,,1.58250324566385E+018,-45,,1.58250324566556E+018,783,,,
1.58250324568896E+018,1057,,1.5825032456863E+018,-50,,1.58250324568762E+018,779,,,
1.5825032457121E+018,1046,,1.58250324570903E+018,-52,,1.58250324571053E+018,787,,,
1.5825032457342E+018,1047,,1.58250324573123E+018,-46,,1.58250324573289E+018,785,,,
1.58250324575748E+018,1037,,1.58250324575444E+018,-48,,1.58250324575607E+018,777,,,
1.58250324578083E+018,1044,,1.58250324577733E+018,-52,,1.58250324577916E+018,788,,,
1.58250324580342E+018,1071,,1.58250324580001E+018,-47,,1.5825032458017E+018,778,,,
1.58250324582667E+018,1055,,1.58250324582294E+018,-43,,1.58250324582497E+018,780,,,
1.58250324585018E+018,1043,,1.5825032458462E+018,-50,,1.58250324584846E+018,784,,,
1.58250324587241E+018,1031,,1.58250324586869E+018,-47,,1.58250324587016E+018,781,,,
1.58250324589245E+018,1048,,1.58250324588988E+018,-44,,1.5825032458911E+018,779,,,
1.58250324591782E+018,1063,,1.58250324591422E+018,-47,,1.58250324591591E+018,785,,,
1.5825032459402E+018,1055,,1.58250324593629E+018,-46,,1.58250324593826E+018,782,,,
1.58250324596245E+018,1045,,1.58250324595947E+018,-48,,1.58250324596099E+018,778,,,
1.58250324598448E+018,1053,,1.58250324598166E+018,-43,,1.58250324598315E+018,771,,,
1.58250324600667E+018,1052,,1.58250324600368E+018,-40,,1.58250324600527E+018,787,,,
1.58250324603047E+018,1044,,1.58250324602745E+018,-39,,1.582503246029E+018,785,,,
1.58250324605391E+018,1068,,1.58250324605059E+018,-44,,1.58250324605228E+018,785,,,
1.58250324607703E+018,1060,,1.58250324607388E+018,-44,,1.58250324607554E+018,785,,,
1.58250324609965E+018,1051,,1.58250324609621E+018,-48,,1.582503246098E+018,781,,,
1.58250324612281E+018,1050,,1.58250324611858E+018,-40,,1.582503246121E+018,787,,,
1.58250324614608E+018,1038,,1.58250324614237E+018,-39,,1.5825032461442E+018,785,,,
1.58250324616989E+018,1033,,1.5825032461651E+018,-45,,1.58250324616734E+018,783,,,
